str_thr,acf_pos,acf_neg,trades,win_rate,pf,total_pnl,max_dd,t_trades,t_wr,t_pf,m_trades,m_wr,m_pf,trend_pct,mr_pct
0.001,0.15,-0.08,300,0.3466666666666667,0.30592670430836905,-8.696410314414143,-8.690684874951087,57.0,0.08771929824561403,-4.06322335022033,243.0,0.4074074074074074,-4.633186964193814,1.0046374403364053,58.05532712181971
0.001,0.05,-0.02,533,0.3452157598499062,0.30185541396740717,-17.47751355853966,-17.492142414917495,213.0,0.17370892018779344,-11.685249810417453,320.0,0.459375,-5.792263748122206,1.0046374403364053,58.05532712181971
0.0015,0.05,-0.1,348,0.3620689655172414,0.29470978803176534,-11.313133577043477,-11.282594729886915,104.0,0.16346153846153846,-7.08843567835199,244.0,0.44672131147540983,-4.224697898691487,1.0046374403364053,58.05532712181971
0.001,0.02,-0.08,536,0.28544776119402987,0.2946141051320003,-18.422744836946947,-18.36264993639203,293.0,0.18430034129692832,-13.789557872753134,243.0,0.4074074074074074,-4.633186964193814,1.0046374403364053,58.05532712181971
0.001,0.08,-0.05,430,0.34651162790697676,0.28920533425123285,-13.838446918385838,-13.816592253927814,153.0,0.1830065359477124,-9.171018000122888,277.0,0.4368231046931408,-4.66742891826295,1.0046374403364053,58.05532712181971
0.0008,0.15,-0.02,359,0.34540389972144847,0.288648946688276,-10.957982585790049,-10.97261144216788,86.0,0.06976744186046512,-5.391343237074576,273.0,0.43223443223443225,-5.566639348715475,1.0046374403364053,58.05532712181971
0.001,0.1,-0.05,398,0.3442211055276382,0.288450149063962,-12.538122970023487,-12.516268305565456,121.0,0.1322314049586777,-7.870694051760536,277.0,0.4368231046931408,-4.66742891826295,1.0046374403364053,58.05532712181971
0.001,0.02,-0.1,504,0.27380952380952384,0.283036324888837,-18.097806327538255,-18.03771142698332,293.0,0.18430034129692832,-13.789557872753134,211.0,0.3981042654028436,-4.308248454785124,1.0046374403364053,58.05532712181971
0.001,0.15,-0.1,268,0.332089552238806,0.28170000437410203,-8.371471805005454,-8.340932957848894,57.0,0.08771929824561403,-4.06322335022033,211.0,0.3981042654028436,-4.308248454785124,1.0046374403364053,58.05532712181971
0.001,0.05,-0.05,490,0.3224489795918367,0.27704467631422713,-16.352678728680402,-16.330824064222384,213.0,0.17370892018779344,-11.685249810417453,277.0,0.4368231046931408,-4.66742891826295,1.0046374403364053,58.05532712181971
0.001,0.02,-0.15,425,0.24,0.2702237273759525,-16.146553047665734,-16.104743357398828,293.0,0.18430034129692832,-13.789557872753134,132.0,0.36363636363636365,-2.3569951749126017,1.0046374403364053,58.05532712181971
0.0008,0.15,-0.05,317,0.3186119873817035,0.2628967100626235,-9.612088413493801,-9.590233749035777,86.0,0.06976744186046512,-5.391343237074576,231.0,0.41125541125541126,-4.220745176419227,1.0046374403364053,58.05532712181971
0.0015,0.15,-0.15,187,0.33689839572192515,0.26106524578849966,-6.370508544425579,-6.380890360171296,30.0,0.03333333333333333,-3.3594681266569615,157.0,0.39490445859872614,-3.011040417768618,1.0046374403364053,58.05532712181971
0.001,0.08,-0.08,396,0.3207070707070707,0.25901628532309545,-13.804204964316702,-13.798479524853649,153.0,0.1830065359477124,-9.171018000122888,243.0,0.4074074074074074,-4.633186964193814,1.0046374403364053,58.05532712181971
0.001,0.1,-0.08,364,0.3159340659340659,0.2548986507657689,-12.503881015954349,-12.498155576491294,121.0,0.1322314049586777,-7.870694051760536,243.0,0.4074074074074074,-4.633186964193814,1.0046374403364053,58.05532712181971
0.001,0.05,-0.08,456,0.2982456140350877,0.2507534897941101,-16.318436774611268,-16.312711335148222,213.0,0.17370892018779344,-11.685249810417453,243.0,0.4074074074074074,-4.633186964193814,1.0046374403364053,58.05532712181971
